ID,FORM,SEGM,XPOSTAG
o.3.2,ma-an-szum2-ta,Manszum[1][-ak]-ta,PN.GEN.ABL
o.4.1,ugu2,ugu[capital],N
o.4.2,da-da,Dada[1][-ak][-'a],PN.GEN.L2-NH
o.4.3,ba-a-gar,ba-e-gar[place][-ø],MID.L2.V.3-SG-S
o.3.1,kiszib3,kiszib[seal],N
o.3.2,lu2-{d}szul-gi,Luszulgir[1][-ak],PN.GEN
r.1.1,mu,mu[year],N
r.1.2,en,en[priest],N
r.1.3,eridu{ki},Eridug[1][-ak][-ø],SN.GEN.ABS
r.1.4,ba-hun,ba-hug[hire][-ø],MID.V.3-SG-S
s1.1.1,lu2-{d}szul-gi,Luszulgir[1],PN
s1.2.1,dub-sar,dubsar[scribe],N
s1.3.1,dumu,dumu[child],N
s1.3.2,ur-{d}li9-si4,Urlisi[1],PN
s1.4.1,ensi2,ensik[ruler],N
s1.4.2,umma{ki}-ka,Umma[1]-ak-ak,SN.GEN.GEN
o.1.1,1(u),1(u)[ten],NU
o.1.2,3(asz),3(asz)[one],NU
o.1.3,3(barig),3(bariga)[unit],N
o.1.4,3(ban2),3(ban)[unit],N
o.1.5,sze,sze[unit],N
o.1.6,gur,gur[unit],N
o.1.7,lugal,lugal[king][-ak],N.GEN
o.2.1,sze,sze[barley],N
o.2.2,nig2-gal2-la,niggala[possessions],N
o.2.3,zi3,zid[flour],N
o.2.4,KA-sze3,KA[flour type]-sze,N.TERM
o.3.1,ki,ki[place],N
o.3.2,ku3-{d}nansze-ta,Kunansze[1][-ak]-ta,PN.GEN.ABL
o.4.1,kiszib3,kiszib[seal],N
o.4.2,lugal-lu2-sa6-sa6,Lugallusasa[1][-ak],PN.GEN
r.1.1,giri3,giri[foot],N
r.1.2,ur-ab-ba,Urabba[1][-ak],PN.GEN
r.2.1,mu,mu[year],N
r.2.2,en-nun-ne2,Ennunne[1][-e],PN.ERG
r.2.3,ki-ag2,ki'ag[love][-ø],NF.V.ABS
r.2.4,{d}amar-{d}suen,Amarsuen[1][-ra][-ø],RN.DAT-H.ABS
r.2.5,eridu{ki},Eridug[1][-ak],SN.GEN
r.2.6,ba-hun,ba-hug[hire][-ø],MID.V.3-SG-S
s1.1.1,lugal-lu2-sa6-sa6,Lugallusasa[1],PN
s1.2.1,dub-sar,dubsar[scribe],N
s1.3.1,dumu,dumu[child],N
s1.3.2,nimgir-sza3-kusz2-an-na,Nimgirszakuszanna[1][-ak],PN.GEN
o.1.1,2(u),2(u)[ten],NU
o.1.2,4(asz),4(asz)[one],NU
o.1.3,sze,sze[barley],N
o.1.4,gur,gur[unit],N
o.2.1,nig2-sa10,nigsam[price],N
o.2.2,ab2,ab[cow],N
o.2.3,2(disz)-sze3,2(disz)[one]-sze,NU.TERM
o.3.1,sze,sze[barley],N
o.3.2,a-<sza3>,aszag[field],N
o.3.3,{gesz}ma-nu,manu[wood_type][-ø],N.ABS
o.4.1,ki,ki[place],N
o.4.2,lu2-{d}utu-ta,Lu'utu[1][-ak]-ta,PN.GEN.ABL
o.5.1,...-bi,_[1][-e],PN.ERG
r.1.1,szu,szu[hand][-e],N.L3-NH
r.1.2,ba-ti,ba[-n]-teg[accept][-ø],MID.3-SG-H-A.V.3-SG-P
r.2.1,iti,iti[month],N
r.2.2,ezem-{d}dumu-zi,Ezemdumuzi[1][-'a],MN.L1
r.3.1,mu,mu[year],N
r.3.2,ma-da,mada[land],N
r.3.3,za-ab-sza-li{ki},Zabszali[1][-ak][-ø],SN.GEN.ABS
r.3.4,mu-hul,mu[-n]-hulu[destroy][-ø],VEN.3-SG-H-A.V.3-SG-P
o.1.1,5(disz),5(disz)[one],NU
o.1.2,sila3,sila[unit],N
o.1.3,kasz,kasz[beer],N
o.1.4,saga,saga[good][-ø],NF.V.ABS
o.2.1,3(disz),3(disz)[one],NU
o.2.2,sila3,sila[unit],N
o.2.3,ninda,ninda[bread],N
o.2.4,2(disz),2(disz)[one],NU
o.2.5,gin2,gig[unit],N
o.2.6,i3,i[oil],N
o.3.1,2(disz),2(disz)[one],NU
o.3.2,gin2,gig[unit],N
o.3.3,naga,naga[potash],N
o.3.4,1(disz),1(disz)[one],NU
o.3.5,sa,sa[bundle],N
o.3.6,szum2,szum[garlic],N
o.4.1,a-an-na-ti,A'annati[1],PN
o.4.2,gaba-ta,gaba[frontier]-ta,N.ABL
o.5.1,3(disz),3(disz)[one],NU
o.5.2,sila3,sila[unit],N
o.5.3,kasz,kasz[beer],N
o.5.4,2(disz),2(disz)[one],NU
o.5.5,sila3,sila[unit],N
o.5.6,ninda,ninda[bread],N
o.6.1,2(disz),2(disz)[one],NU
o.6.2,gin2,gig[unit],N
o.6.3,i3,i[oil],N
o.6.4,2(disz),2(disz)[one],NU
o.6.5,gin2,gig[unit],N
o.6.6,naga,naga[potash],N
o.7.1,1(disz),1(disz)[one],NU
o.7.2,sa,sa[bundle],N
o.7.3,szum2,szum[garlic],N
o.8.1,giri3,giri[foot],N
o.8.2,i3-li2-sa6,Ilisa[1],PN
o.8.3,ka-us2-sa2,ka'usa[profession_type][-ak],N.GEN
r.1.1,3(disz),3(disz)[one],NU
r.1.2,sila3,sila[unit],N
r.1.3,kasz,kasz[beer],N
r.1.4,2(disz),2(disz)[one],NU
r.1.5,sila3,sila[unit],N
r.1.6,ninda,ninda[bread],N
r.2.1,2(disz),2(disz)[one],NU
r.2.2,gin2,gig[unit],N
r.2.3,i3,i[oil],N
r.2.4,2(disz),2(disz)[one],NU
r.2.5,gin2,gig[unit],N
r.2.6,naga,naga[potash],N
r.3.1,1(disz),1(disz)[one],NU
r.3.2,sa,sa[bundle],N
r.3.3,szum2,szum[garlic],N
r.4.1,lugal-ha-ma-ti,Lugalhamati[1],PN
r.4.2,ka-us2-sa2,ka'usa[profession_type],N
r.5.1,szunigin,szunigin[total],N
r.5.2,5(disz),5(disz)[one],NU
r.5.3,sila3,sila[unit],N
r.5.4,kasz,kasz[beer],N
r.5.5,saga,saga[good][-ø],NF.V.ABS
r.6.1,szunigin,szunigin[total],N
r.6.2,6(disz),6(disz)[one],NU
r.6.3,sila3,sila[unit],N
r.6.4,kasz,kasz[beer],N
r.6.5,du,gin[quality_designation][-ø],NF.V.ABS
r.7.1,szunigin,szunigin[total],N
r.7.2,7(disz),7(disz)[one],NU
r.7.3,sila3,sila[unit],N
r.7.4,ninda,ninda[bread],N
r.8.1,szunigin,szunigin[total],N
r.8.2,6(disz),6(disz)[one],NU
r.8.3,gin2,gig[unit],N
r.8.4,i3,i[oil],N
r.9.1,szunigin,szunigin[total],N
r.9.2,6(disz),6(disz)[one],NU
r.9.3,gin2,gig[unit],N
r.9.4,naga,naga[potash],N
r.10.1,szunigin,szunigin[total],N
r.10.2,3(disz),3(disz)[one],NU
r.10.3,sa,sa[bundle],N
r.10.4,szum2,szum[garlic],N
r.11.1,u4,ud[day],N
r.11.2,1(disz)-kam,1(disz)[one]-ak-am,NU.GEN.COP-3-SG
r.12.1,iti,iti[month],N
r.12.2,sig4-{gesz}i3-szub-gar,Sigiszubgar[1],MN
o.1.1,1(disz),1(disz)[one],NU
o.1.2,amar,amar[calf],N
o.1.3,gu4,gud[ox],N
o.1.4,ga,ga[suckling],N
o.2.1,1(disz),1(disz)[one],NU
o.2.2,{munus}asz2-gar3,aszgar[female_kid],N
o.2.3,niga,niga[fattened][-ø],NF.V.ABS
o.3.1,3(disz),3(disz)[one],NU
o.3.2,udu,udu[sheep][-ø],N.ABS
o.4.1,ba-usz2,ba-usz[die][-ø],MID.V.3-SG-S
o.4.2,u4,ud[day],N
o.4.3,...-kam,_(_)[_]-ak-am,NU.GEN.COP-3-SG
o.5.1,ki,ki[place],N
o.5.2,zu-ba-ga-ta,Zubaga[1][-ak]-ta,PN.GEN.ABL
r.1.1,{d}szul-gi-iri-mu,Szulgi'irimu[1][-e],PN.ERG
r.2.1,szu,szu[hand],N
r.2.2,ba-ti,ba[-n]-teg[accept][-ø],MID.3-SG-H-A.V.3-SG-P
r.3.1,iti,iti[month],N
r.3.2,ezem-{d}nin-a-zu,Ezemninazu[1][-'a],MN.L1
r.4.1,mu,mu[year],N
r.4.2,{d}szu-{d}suen,Szusuen[1],RN
r.4.3,lugal,lugal[king][-am],N.COP-3-SG
o.1.1,1(u),1(u)[ten],NU
o.1.2,8(disz),8(disz)[one],NU
o.1.3,gurusz,gurusz[male],N
o.1.4,u4,ud[day],N
o.1.5,1(disz)-sze3,1(disz)[one]-sze,NU.TERM
o.2.1,ur-dub-la2,Urdubla[1],PN
o.2.2,aszgab,aszgab[leatherworker],N
o.3.1,ki,ki[place],N
o.3.2,lugal-iti-da,Lugalitida[1],PN
o.3.3,dumu,dumu[child],N
o.3.4,giri3-ni-ta,Girini[1][-ak][-ak]-ta,PN.GEN.GEN.ABL
o.4.1,kiszib3,kiszib[seal],N
o.4.2,a-kal-la,Akala[1],PN
o.4.3,aszgab,aszgab[leatherworker][-ak],N.GEN
r.1.1,iti,iti[month],N
r.1.2,{d}dumu-zi,Dumuzi[1][-'a],MN.L1
r.2.1,mu,mu[year],N
r.2.2,ha-ar-szi{ki},Harszi[1],SN
r.2.3,u3,u[and],CNJ
r.2.4,ki-masz{ki},Kimasz[1][-ø],SN.ABS
r.2.5,ba-hul,ba-hulu[destroy][-ø],MID.V.3-SG-S
s1.1.1,a-kal-la,Akala[1],PN
s1.2.1,dumu,dumu[child],N
s1.2.2,lu2-bulug3-ga2,Lugalitida[1],PN
s1.2.3,aszgab-gal,aszgabgal[head_leatherworker][-ak],N.GEN
o.1.1,6(disz),6(disz)[one],NU
o.1.2,gurusz,gurusz[male],N
o.1.3,u4,ud[day],N
o.1.4,2(disz)-sze3,2(disz)[one]-sze,NU.TERM
o.2.1,gesz-gi-ta,gi[thicket]-ta,N.ABL
o.2.2,gi,gi[reed],N
o.2.3,ga6-ga2,gag[carry]-a,NF.V.PT
o.3.1,u3,u[and],CNJ
o.3.2,ma2,ma[ship],N
o.3.3,zi3,zid[flour],N
o.3.4,sig15-ga,sig[grind]-a,NF.V.PT
o.3.5,gi,gi[reed][-ak],N.GEN
o.3.6,du3-a,du[build]-a,NF.V.PT
o.4.1,ugula,ugula[overseer][-ø],N.ABS
o.4.2,lil-la,Lila[1][-ø],PN.ABS
o.5.1,kiszib3,kiszib[seal],N
o.5.2,ur-dun,Urdun[1][-ak],PN.GEN
r.1.1,mu,mu[year],N
r.1.2,{d}szu-{d}suen,Szusuen[1][-ø],RN.ABS
r.1.3,lugal,lugal[king][-ø],N.ABS
s1.1.1,ur-dun,Urdun[1],PN
s1.2.1,dub-sar,dubsar[scribe],N
s1.3.1,dumu,dumu[child],N
s1.3.2,da-da,Dada[1][-ak],PN.GEN
o.1.1,2(disz),2(disz)[one],NU
o.1.2,sila3,sila[unit],N
o.1.3,i3-gesz,igesz[oil],N
o.2.1,ig-bi-dingir,Igbidingir[1],PN
o.2.2,sukkal,sukkal[secretary],N
o.2.3,lugal,lugal[king][-ak][-ra],N.GEN.DAT-H
o.3.1,3(disz),3(disz)[one],NU
o.3.2,sila3,sila[unit],N
o.3.3,i3-gesz,igesz[oil],N
r.1.1,dub-sar,dubsar[scribe],N
r.1.2,lugal,lugal[king][-ak][-ra],N.GEN.DAT-H
r.1.3,e2,e[house],N
r.1.4,szu-szum2-ma,szuszuma[consignment][-ak][-ta],N.GEN.ABL
r.2.1,e2-usz-bar-sze3,e'uszbar[textile_workshop]-sze,N.TERM
r.2.2,gen-na-me,gen[go]-a-mesz,NF.V.PT.COP-3-PL
r.3.1,ki,ki[place],N
r.3.2,ur-ab-ba-ta,Uraba[1][-ak]-ta,PN.GEN.ABL
r.4.1,kiszib3,kiszib[seal],N
r.4.2,gu3-de2-a,Gude'a[1],PN
r.5.1,sza13-dub-ba,bisagdubak[archivist][-ra],N.DAT-H
r.6.1,zi-ga,zig[expend]-a,NF.V.PT
r.7.1,iti,iti[month],N
r.7.2,sze-il2-la,Sze'ila[1][-'a],MN.L1
r.8.1,mu,mu[year],N
r.8.2,sza-asz-ru-um{ki},Szaszrum[1][-ø],SN.ABS
r.8.3,ba-hul,ba-hulu[destroy][-ø],MID.V.3-SG-S
s1.1.1,gu3-de2-a,Gude'a[1],PN
s1.2.1,sza13-dub-ba,bisagdubak[archivist],N
s1.2.2,gir2-su{ki},Girsu[1][-ak],SN.GEN
s1.3.1,dumu,dumu[child],N
s1.3.2,la-ni,Lani[1],PN
s1.4.1,sza13-dub-ba,bisagdubak[archivist],N
s1.4.2,gu-la,gal[big][-ø],NF.V.ABS
s1.4.3,gir2-su{ki}-ka,Girsu[1][-ak][-ak],SN.GEN.GEN
o.1.1,1(disz),1(disz)[one],NU
o.1.2,dingir-ga2-i3-sa6,Dingirga'isa[1][-ra],PN.DAT-H
o.2.1,1(disz),1(disz)[one],NU
o.2.2,ha-ma-ti,Hamati[1][-ra],PN.DAT-H
o.3.1,1(disz),1(disz)[one],NU
o.3.2,a2-ni-ta,Anita[1][-ra],PN.DAT-H
o.4.1,1(disz),1(disz)[one],NU
o.4.2,ad-da-kal-la,Addakala[1][-ra],PN.DAT-H
o.5.1,1(disz),1(disz)[one],NU
o.5.2,lu2-kal-la,Lukala[1][-ra],PN.DAT-H
o.6.1,1(disz),1(disz)[one],NU
o.6.2,szu-ad-mu,Szu'admu[1][-ra],PN.DAT-H
o.7.1,1(disz),1(disz)[one],NU
o.7.2,lu2-{d}da-mu,Ludamu[1][-ra],PN.DAT-H
o.8.1,1(disz),1(disz)[one],NU
o.8.2,ur-{d}sze-nam2-nun-tu,Urszenamnuntu[1][-ra],PN.DAT-H
o.9.1,x,_[_],_
o.9.2,du11-ga-ni,Dugani[1][-ra],PN.DAT-H
r.1.1,x,_[_],_
r.1.2,x,_[_],_
r.1.3,x,_[_],_
r.2.1,1(disz),1(disz)[one],NU
r.2.2,ku-da-du,Kudadu[1][-ra],PN.DAT-H
r.3.1,1(disz),1(disz)[one],NU
r.3.2,bil-ga,Bilga[1][-ra],PN.DAT-H
r.4.1,PA,ugula[overseer][-ø],N.ABS
r.4.2,ka-tar,Katar[1][-ø],PN.ABS
r.5.1,1(disz),1(disz)[one],NU
r.5.2,lugal-{d}lamma,Lugallama[1][-ra],PN.DAT-H
r.6.1,1(disz),1(disz)[one],NU
r.6.2,si2-si2-ni,Sisini[1][-ra],PN.DAT-H
r.7.1,1(disz),1(disz)[one],NU
r.7.2,e2-u6-e,E'u'e[1][-ra],PN.DAT-H
r.8.1,PA,ugula[overseer][-ø],N.ABS
r.8.2,lugal-uszur4,Lugaluszur[1][-ø],PN.ABS
r.10.1,1/2(disz),1/2(disz)[one],NU
r.10.2,ur-me-me,Urmeme[1][-ra],PN.DAT-H
r.11.1,1(disz),1(disz)[one],NU
r.11.2,a2-zi-da,Azida[1][-ra],PN.DAT-H
r.12.1,PA,ugula[overseer][-ø],N.ABS
r.12.2,ur-{d}nerah,Urnerah[1][-ø],PN.ABS
l.1.1,1(u),1(u)[ten],NU
l.1.2,6(disz),6(disz)[one],NU
l.1.3,gurusz,gurusz[male],N
l.1.4,u4,ud[day],N
l.1.5,2(u),2(u)[ten],NU
l.1.6,2(disz)-kam,2(disz)[one]-ak-am,NU.GEN.COP-3-SG
l.2.1,iti,iti[month],N
l.2.2,sig4-ga,Sigga[1][-'a],MN.L1
o.1.1,2(asz),2(asz)[one],NU
o.1.2,gu2,gun[unit],N
o.1.3,gi,gi[reed],N
o.1.4,al-zi-ra,zir[break]-a,NF.V.PT
o.2.1,ninda,ninda[bread],N
o.2.2,DUL3,dul[shade],N
o.2.3,du8-de3,du[bake]-ed,NF.V.F
o.3.1,ki,ki[place],N
o.3.2,ur-ge6-par4-ta,Urgepar[1][-ak]-ta,PN.GEN.ABL
o.4.1,kiszib3,kiszib[seal],N
o.4.2,lu2-dingir-ra,Ludingira[1][-ak],PN.GEN
r.1.1,iti,iti[month],N
r.1.2,e2-iti-6(disz),E'iti6[1][-'a],MN.L1
r.2.1,sza3,szag[heart],N
r.2.2,bala-a,bala[tax][-ak]-'a,N.GEN.L1
s1.1.1,lu2-dingir-ra,Ludingira[1],PN
s1.2.1,dub-sar,dubsar[scribe],N
s1.3.1,dumu,dumu[child],N
s1.3.2,da-da-a,Dadaya[1][-ak],PN.GEN
o.1.1,1(u),1(u)[ten],NU
o.1.2,gin2,gig[unit],N
o.1.3,ku3-babbar,kugbabbar[silver],N
o.2.1,iti,iti[month],N
o.2.2,min-esz3-ta,Minesz[1]-ta,MN.ABL
o.3.1,u4,ud[day],N
o.3.2,5(disz)-am3,5(disz)[one][-ak]-am,NU.GEN.COP-3-SG
o.3.3,zal-la,zal[pass]-a,NF.V.PT
o.4.1,lugal-he2-gal2,Lugalhegal[1],PN
o.5.1,in-la2-e-a,i-ni[-b]-la[weigh]-e-a,FIN.L1.3-SG-NH-P.V.3-SG-A.SUB
o.6.1,bi2-in-du11,b-i-n-dug[speak][-ø],3-SG-NH.L3.3-SG-H-A.V.3-SG-P
o.7.1,tukum-bi,tukumbi[if],CNJ
o.7.2,nu-la2,nu-[b]-la[weigh][-e][-a],NEG.3-SG-NH-A.V.3-SG-P.SUB
r.1.1,2(u),2(u)[ten],NU
r.1.2,sze,sze[barley],N
r.1.3,gur,gur[unit],N
r.1.4,lugal,lugal[king][-ak][-ø],N.GEN.ABS
r.2.1,i3-ag2-e-a,i[-b]-ag[measure]-e-a,FIN.3-SG-HN-P.V.3-SG-A.SUB
r.3.1,mu,mu[name],N
r.3.2,lugal,lugal[king][-ak][-ø],N.GEN.ABS
r.3.3,in-pa3,i-n-pad[name][-ø],FIN.3-SG-H-A.V.3-SG-P
r.4.1,igi,igi[eye],N
r.4.2,a-tu-sze3,Atu[1][-ak]-sze,PN.GEN.TERM
r.5.1,igi,igi[eye],N
r.5.2,ab-ba-gi-na-sze3,Abbagina[1][-ak]-sze,PN.GEN.TERM
r.6.1,igi,igi[eye],N
r.6.2,lugal-nesag-e-sze3,Lugalnesage[1][-ak]-sze,PN.GEN.TERM
r.7.1,iti,iti[month],N
r.7.2,min-esz3,Minesz[1][-'a],MN.L1
r.8.1,mu,mu[year],N
r.8.2,{d}i-bi2-{d}suen,Ibbisuen[1][-ø],RN.ABS
r.8.3,lugal,lugal[king][-ø],N.ABS
s1.1.1,lugal-he2-gal2,Lugalhegal[1],PN
s1.2.1,dub-sar,dubsar[scribe],N
s1.3.1,dumu,dumu[child],N
s1.3.2,ur-nigar{gar},Urnigar[1][-ak],PN.GEN
o.1.1,1(gesz2),1(gesz)[sixty],NU
o.1.2,la2,la[hang][-ø],NF.V.ABS
o.1.3,1(disz),1(disz)[one],NU
o.1.4,udu,udu[sheep],N
o.2.1,8(disz),8(disz)[one],NU
o.2.2,masz2,masz[goat],N
o.3.1,szu,szu[hand],N
o.3.2,la2-a,la[entrust]-a[-ø],NF.V.PT.ABS
o.4.1,ki,ki[place],N
o.4.2,ab-ba-sa6-ga-ta,Abbasaga[1][-ak]-ta,PN.GEN.ABL
r.1.1,be-li2-a-zu,Beli’azu[1][-e],PN.ERG
r.2.1,i3-dab5,i[-n]-dab[seize][-ø],FIN.3-SG-H-A.V.3-SG-P
r.3.1,iti,iti[month],N
r.3.2,ses-da-gu7,Sesdagu[1][-'a],MN.L1
r.4.1,mu,mu[year],N
r.4.2,{d}gu-za,guza[chair],N
r.4.3,{d}en-lil2-la2,Enlil[1][-ak][-ø],DN.GEN.ABS
r.4.4,ba-dim2,ba-dim[create][-ø],MID.V.3-SG-S
l.1.1,1(gesz2),1(gesz)[sixty],NU
l.1.2,7(disz),7(disz)[one],NU
o.1.1,pisan-dub-ba,bisagdubak[filing_basket],N
o.2.1,e2,e[house],N
o.2.2,szu-szum2-ma,szuszuma[consignment][-ak],N.GEN
o.3.1,nig2-gur11,nigGA[property],N
o.3.2,ur-{d}li9-si4,Urlisi[1],PN
o.3.3,ensi2,ensik[ruler],N
o.3.4,umma,Umma[1][-ak],SN.GEN
o.4.1,u3,u[and],CNJ
o.4.2,dam,dam[spouse],N
o.4.3,dumu-na,dumu[child]-ani-ak,N.3-SG-H-POSS.GEN
o.5.1,nig2-gur11,nigGA[property],N
o.5.2,{d}szul-gi-ra,Szulgir[1]-ak,RN.GEN
r.1.1,giri3,giri[foot],N
r.1.2,sza3-ta-ku3-zu,Szatakuzu[1],PN
r.1.3,sukkal,sukkal[secretary][-ak],N.GEN
r.2.1,u3,u[and],CNJ
r.2.2,nig2-gur11,nigGA[property],N
r.2.3,bar-ra,bar[outside]-ak,N.GEN
r.3.1,gaba-ri,gabari[copy],N
r.3.2,kiszib3-ba,kiszib[seal]-a,NF.V.PT
r.3.3,ba-ba-ti,Babati[1][-ak][-ø],PN.GEN.ABS
r.4.1,i3-gal2,i[-ni]-gal[be][-ø],FIN.L1.V.3-SG-S
r.5.1,iti,iti[month],N
r.5.2,{d}dumu-zi,Dumuzi[1][-'a],MN.L1
r.6.1,mu,mu[year],N
r.6.2,en,en[priest],N
r.6.3,eridu{ki},Eridug[1][-ak],SN.GEN
o.1.1,1(u),1(u)[ten],NU
o.1.2,5(disz),5(disz)[one],NU
o.1.3,gurusz,gurusz[male],N
o.1.4,engar,engar[farmer],N
o.1.5,dumu-ni,dumu[child]-ani,N.3-SG-H-POSS
o.2.1,ugula,ugula[overseer],N
o.2.2,ur-mes,Urmes[1],PN
o.3.1,1(u),1(u)[ten],NU
o.3.2,1(disz),1(disz)[one],NU
o.3.3,gurusz,gurusz[male],N
o.3.4,ugula,ugula[overseer],N
o.3.5,ur-lugal,Urlugal[1],PN
o.4.1,8(disz),8(disz)[one],NU
o.4.2,gurusz,gurusz[male],N
o.4.3,ugula,ugula[overseer],N
o.4.4,ab-ba-saga,Abbasaga[1],PN
o.5.1,6(disz),6(disz)[one],NU
o.5.2,gurusz,gurusz[male],N
o.5.3,ugula,ugula[overseer],N
o.5.4,lugal-ku3-zu,Lugalkuzu[1],PN
o.6.1,3(disz),3(disz)[one],NU
o.6.2,gurusz,gurusz[male],N
o.6.3,ugula,ugula[overseer],N
o.6.4,szesz-kal-la,Szeszkala[1],PN
o.7.1,2(disz),2(disz)[one],NU
o.7.2,gurusz,gurusz[male],N
o.7.3,ugula,ugula[overseer],N
o.7.4,lugal-iti-da,Lugalitida[1],PN
o.8.1,4(disz),4(disz)[one],NU
o.8.2,gurusz,gurusz[male],N
o.8.3,ugula,ugula[overseer],N
o.8.4,lu2-dingir-ra,Ludingira[1],PN
o.9.1,7(disz),7(disz)[one],NU
o.9.2,gurusz,gurusz[male],N
o.9.3,ugula,ugula[overseer],N
o.9.4,ur-am3-ma,Uramma[1],PN
o.10.1,4(disz),4(disz)[one],NU
o.10.2,gurusz,gurusz[male],N
o.10.3,ugula,ugula[overseer],N
o.10.4,ur-e2-nun-na,Urenuna[1],PN
r.1.1,1(gesz2),1(gesz)[sixty],NU
r.1.2,gurusz,gurusz[male],N
r.1.3,ugula,ugula[overseer],N
r.1.4,al-la-palil2,Allapalil[1],PN
r.2.1,gurum2,gurum[inspection],N
r.2.2,u4,ud[day],N
r.2.3,2(disz)-kam,2(disz)[one]-ak-am,NU.GEN.COP-3-SG
r.3.1,ki-su7,kisur[threshing_floor],N
r.3.2,ka-ma-ri2,Kamari[1][-ak][-'a],FN.GEN.L1
r.3.3,gub-ba,gub[assigned]-a,NF.V.PT
r.4.1,giri3,giri[foot],N
r.4.2,i3-kal-la,Ikala[1][-ak],PN.GEN
r.5.1,iti,iti[month],N
r.5.2,sze-kar-ra-gal2-la,Szekaragala[1][-'a],MN.L1
r.6.1,mu,mu[year],N
r.6.2,{d}szu-{d}suen,Szusuen[1],RN
r.6.3,lugal,lugal[king],N
r.6.4,uri5-ma{ki},Urim[1][-ak][-e],SN.GEN.ERG
r.6.5,ma-da,mada[land],N
r.6.6,za-ab-sza-li{ki},Zabszali[1][-ak][-ø],SN.GEN.ABS
r.6.7,mu-hul,mu[-n]-hulu[destroy][-ø],VEN.3-SG-H-A.V.3-SG-P
o.1.1,pisan-dub-ba,bisagdubak[filing_basket],N
o.2.1,kiszib3,kiszib[seal],N
o.2.2,gi,gi[reed],N
o.3.1,zi-ga,zig[expend][-a][-ak][-ø],NF.V.PT.GEN.ABS
o.3.2,sza3,szag[heart],N
o.3.3,bala-a,bala[tax][-ak]-'a,N.GEN.L1
o.4.1,i3-gal2,i[-ni]-gal[be][-ø],FIN.L1.V.3-SG-S
r.1.1,mu,mu[year],N
r.1.2,e2,e[house],N
r.1.3,{d}szara2,Szara[1][-ak][-ø],DN.GEN.ABS
r.1.4,ba-du3,ba-du[build][-ø],MID.V.3-SG-S
o.1.1,5(disz),5(disz)[one],NU
o.1.2,sila3,sila[unit],N
o.1.3,i3-szah2,iszah[lard][-ø],N.ABS
o.2.1,ug3-IL2,uggaga[porter],N
o.2.2,tug2-ba-ke4,tugba[textile_ration]-ak-e,N.GEN.ERG
o.2.3,ib2-szesz4,i-b-szesz[anoint][-ø],FIN.3-SG-NH-A.V.3-SG-P
o.3.1,i3,i[oil],N
o.3.2,e2-ga,ega[dairy][-ak],N.GEN
o.4.1,ki,ki[place],N
o.4.2,al-la-ta,Ala[1][-ak]-ta,PN.GEN.ABL
r.1.1,kiszib3,kiszib[seal],N
r.1.2,a-kal-la,Akala[1][-ak],PN.GEN
r.2.1,giri3,giri[foot],N
r.2.2,da-da-ga,Dadaga[1][-ak],PN.GEN
r.3.1,mu,mu[year],N
r.3.2,en,en[priest],N
r.3.3,eridu{ki},Eridug[1][-ak][-ø],SN.GEN.ABS
r.3.4,ba-hun,ba-hug[hire][-ø],MID.V.3-SG-S
s1.1.1,a-kal-la,Akala[1],PN
s1.2.1,dub-sar,dubsar[scribe],N
s1.3.1,dumu,dumu[child],N
s1.3.2,ur-nigar{gar},Urnigar[1][-ak],PN.GEN
s1.3.3,szusz3,kusz[cattle_manager][-ak],N.GEN
o.1.1,u4,ud[day],N
o.1.2,x,_[_],_
o.1.3,nu-ub-tuku,nu-i-b-tuku[acquire][-ø],NEG.FIN.3-SG-NH.V.3-SG-S
o.2.1,n,_(_)[_],NU
o.2.2,sila4-ga,sila[lamb]-ak,N.GEN
o.3.1,ki,ki[place],N
o.3.2,ensi2,ensik[ruler],N
o.3.3,bala-a-ta,bala[rotate]-a[-ak]-ta,NF.V.PT.GEN.ABL
o.4.1,x,_[_],_
o.4.2,udu,udu[sheep],N
o.4.3,niga,niga[fattened][-ø],NF.V.ABS
o.5.1,e2-gal-ta,egal[palace]-ta,N.ABL
o.6.1,e2,e[house],N
o.6.2,{d}nanna-sze3,Nanna[1][-ak]-sze,DN.GEN.TERM
r.1.1,a2-ge6-ba-a,agiba[midnight]-'a,N.L1
r.2.1,zi-ga,zig[expend]-a,NF.V.PT
r.3.1,esz3-esz3,eszesz[festival],N
r.3.2,lugal,lugal[king][-ak][-sze],N.GEN.TERM
r.4.1,sza3,szag[heart],N
r.4.2,e2,e[house],N
r.4.3,{d}nanna-ka,Nanna[1]-ak-ak[-'a],DN.GEN.GEN.L1
r.5.1,u4,ud[day],N
r.5.2,n-kam,_(_)[_]-ak-am[-'a],NU.GEN.COP-3-SG.L1
r.6.1,iti,iti[month],N
r.6.2,u5-bi2{muszen}-gu7,Ubigu[1][-'a],MN.L1
r.7.1,mu,mu[year],N
r.7.2,us2-sa,us[follow]-a,NF.V.PT
r.7.3,en-am-gal,Enamgalanna[1],PN
r.7.4,{d}inanna,Inanna[1][-ak][-ø],DN.GEN.ABS
r.7.5,ba-hun,ba-hug[hire][-ø],MID.V.3-SG-S
o.1.1,pisan-dub-ba,bisagdubak[filing_basket],N
o.2.1,nig2-ka9-ak,nigSZID[account],N
o.3.1,gu3-de2-a,Gude'a[1],PN
o.3.2,kuruszda,kuruszda[animal_fattener][-ak],N.GEN
