,Text,NER
29230,{d}Nin-lil2-la2-ke4,DN
29231,{d}Nin-lil2-la2-ke4-ne-še3,DN
29232,{d}Nin-lil2-la2-me,DN
29233,{d}Nin-lil2-la2-ra,DN
29234,{d}Nin-lil2-la2-še3,DN
29235,{d}Nin-lil2-le-ma-ag2-me,DN
29236,{d}Nin-lil2-le-ma-an-ag2,DN
29237,{d}Nin-lil2-le-mu-tu-ud,DN
29238,{d}Nin-lil2-nig2-e3,DN
29239,{d}Nin-lil2-ra,DN
29240,{d}Nin-lil2-ramu-ne-du3,DN
29241,{d}Nin-lil2-ta,DN
29242,{d}Nin-lil2-tu-kul-ti,DN
29243,{d}Nin-lil2-zi-mu,DN
29244,{d}Nin-lil2-{d}Nin-lil2-ra,PN
29245,{d}Nin-lil2-še3,DN
29246,{d}Nin-lugal,DN
29247,{d}Nin-ma-da,DN
29248,{d}Nin-mar-KI-ka,DN
29249,{d}Nin-mar-ka-RA-KA,DN
29250,{d}Nin-mar-ki,DN
29251,{d}Nin-mar-ki-ka,DN
29252,{d}Nin-mar-ki-ka-še3,DN
29253,{d}Nin-mare{ki}-ka,DN
29254,{d}Nin-marki,DN
29255,{d}Nin-mar{ki},DN
29256,{d}Nin-maš-ku3-ga,DN
29257,{d}Nin-me-an-na,DN
29258,{d}Nin-me-en,DN
29259,{d}Nin-me-en-ka,DN
29260,{d}Nin-me3-{d}Suen,PN
29261,{d}Nin-men,DN
29262,{d}Nin-men-{d}Ba-u2,PN
29263,{d}Nin-mes,DN
29264,{d}Nin-mes-PIRIG.TUR,DN
29265,{d}Nin-mu-bi-zu,DN
29266,{d}Nin-mu2,DN
29267,{d}Nin-mu2-ke4,DN
29268,{d}Nin-mug,DN
29269,{d}Nin-mug-ga,DN
29270,{d}Nin-mug-ra,DN
29271,{d}Nin-nam-HU.HU,DN
29272,{d}Nin-nam-kur-gar-ra-aš,DN
29273,{d}Nin-ni-ga,DN
29274,{d}Nin-nig2-gal-sag,DN
29275,{d}Nin-nigarₓ,DN
29276,{d}Nin-nigarₓ(HI){gar},DN
29277,{d}Nin-nigarₓ{gar},DN
29278,{d}Nin-nun-gal,DN
29279,{d}Nin-nun-lil2-ra,DN
29280,{d}Nin-pa-e3,DN
29281,{d}Nin-pirig,DN
29282,{d}Nin-pu2-ga-na,DN
29283,{d}Nin-pu2-mah,DN
29284,{d}Nin-pu2-mun-na,DN
29285,{d}Nin-pu2-sag,DN
29286,{d}Nin-sag,DN
29287,{d}Nin-sahar,DN
29288,{d}Nin-si-gar,DN
29289,{d}Nin-si-gar-an-na,DN
29290,{d}Nin-si-gar-an-na-ka,DN
29291,{d}Nin-si-gar-eden-na,DN
29292,{d}Nin-si-na,DN
29293,{d}Nin-si-na-ka,DN
29294,{d}Nin-si-sa2,DN
29295,{d}Nin-si4-an-na,DN
29296,{d}Nin-si4-in-na,DN
29297,{d}Nin-sikil,DN
29298,{d}Nin-sila-luh,DN
29299,{d}Nin-subur,DN
29300,{d}Nin-sukkal,DN
29301,{d}Nin-sun,DN
29302,{d}Nin-sun2,DN
29303,{d}Nin-sun2-ama-mu,DN
29304,{d}Nin-sun2-an-dul3,DN
29305,{d}Nin-sun2-ka,DN
29306,{d}Nin-sun2-ka-ka,DN
29307,{d}Nin-sun2-ka-me,DN
29308,{d}Nin-sun2-ka-še3,DN
29309,{d}Nin-sun2-ke4,DN
29310,{d}Nin-sun2-ta,DN
29311,{d}Nin-sun2-še3,DN
29312,{d}Nin-ten-ug5-ga,DN
29313,{d}Nin-ti,DN
29314,{d}Nin-ti-lu2-ga,DN
29315,{d}Nin-ti-ug5-ga,DN
29316,{d}Nin-tin-ug5-ga,DN
29317,{d}Nin-tin-ug5-ga-še3,DN
29318,{d}Nin-tu,DN
29319,{d}Nin-tu-KA-i3-sa6-ta,DN
29320,{d}Nin-tu-TUG2,DN
29321,{d}Nin-tu-ka,DN
29322,{d}Nin-tu-ma,DN
29323,{d}Nin-tu-ma-še3,DN
29324,{d}Nin-tu-ri-pa3-da-a,DN
29325,{d}Nin-tu-ta,DN
29326,{d}Nin-tu-še3,DN
29327,{d}Nin-tug2-a-ta,DN
29328,{d}Nin-tum-al,DN
29329,{d}Nin-tur,DN
29330,{d}Nin-u3-kul-ki-ag2,DN
29331,{d}Nin-u6-e,DN
29332,{d}Nin-ur-ti,DN
29333,{d}Nin-ur3,DN
29334,{d}Nin-ur3-ra,DN
29335,{d}Nin-ur3-ra-še3,DN
29336,{d}Nin-ur4,DN
29337,{d}Nin-ur4-,DN
29338,{d}Nin-ur4-da,DN
29339,{d}Nin-ur4-da-še3,DN
29340,{d}Nin-ur4-ra,DN
29341,{d}Nin-ur4-ra-,DN
29342,{d}Nin-ur4-ra-An-ne2-gar,DN
29343,{d}Nin-ur4-ra-ama-mu,DN
29344,{d}Nin-ur4-ra-da,DN
29345,{d}Nin-ur4-ra-da-bi,DN
29346,{d}Nin-ur4-ra-ka,DN
29347,{d}Nin-ur4-ra-ka-ke4,DN
29348,{d}Nin-ur4-ra-ka-ta,DN
29349,{d}Nin-ur4-ra-kam,DN
29350,{d}Nin-ur4-ra-ke4,DN
29351,{d}Nin-ur4-ra-me,DN
29352,{d}Nin-ur4-ra-si-da,DN
29353,{d}Nin-ur4-ra-ta,DN
29354,{d}Nin-ur4-ra-teš2,DN
29355,{d}Nin-ur4-ra-še3,DN
29356,{d}Nin-ur4-ta,DN
29357,{d}Nin-uri5{ki}-ma,DN
29358,{d}Nin-urta,DN
29359,{d}Nin-urta-TUM,DN
29360,{d}Nin-urta-ka,DN
29361,{d}Nin-urta-ka-ka,DN
29362,{d}Nin-urta-ke4,DN
29363,{d}Nin-urta-mu,DN
29364,{d}Nin-urta-ra,DN
29365,{d}Nin-urta-ta,DN
29366,{d}Nin-urta-tum,DN
29367,{d}Nin-urta-še3,DN
29368,{d}Nin-uru-ni-še3-ka,DN
29369,{d}Nin-uru-ni-še3-sag-da,DN
29370,{d}Nin-uš-gi-da-me,DN
29371,{d}Nin-uš-gid2-da,DN
29372,{d}Nin-uš-ka-limmu2,DN
29373,{d}Nin-uš-ka-limmu2-ka,DN
29374,{d}Nin-uš-ka-limmu2-ka-še3,DN
29375,{d}Nin-uš-ka-limmu2-za3,DN
29376,{d}Nin-za3-a-sa-na,DN
29377,{d}Nin-zu,DN
29378,{d}Nin-zu-TUM,DN
29379,{d}Nin-{d}Da-Lagaš,PN
29380,{d}Nin-{d}Da-Lagaš{ki},SN
29381,{d}Nin-{d}Si4-an-na,PN
29382,{d}Nin-{d}Si4-an-na-ka-ke4,PN
29383,{d}Nin-{d}Si4-an-na-me-eš2,PN
29384,{d}Nin-{d}Si4-an-na-ta,PN
29385,{d}Nin-{d}Si4-an-na-še3,PN
29386,{d}Nin-{d}Si4-na,PN
29387,{d}Nin-{d}Ši4-an-na,PN
29388,{d}Nin-{d}Šu-nir,PN
29389,{d}Nin-{giš}gi6-par4-ka,DN
29390,{d}Nin-{giš}kiri6,DN
29391,{d}Nin-{u2}KWU_127.ŠE3-ba,DN
29392,{d}Nin-ŠUL.MA,DN
29393,{d}Nin-Šušin{ki},DN
29394,{d}Nin-ša3-ge-pa3-da,DN
29395,{d}Nin-šeš-da,DN
29396,{d}Nin-šir,DN
29397,{d}Nin-šu-ba-HA,DN
29398,{d}Nin-šubur,DN
29399,{d}Nin-šubur-AN-an-dul3,DN
29400,{d}Nin-šubur-IGI.DU,DN
29401,{d}Nin-šubur-IGI.DU-ta,DN
29402,{d}Nin-šubur-ama,DN
29403,{d}Nin-šubur-ama-mu,DN
29404,{d}Nin-šubur-an-dul3,DN
29405,{d}Nin-šubur-an-dul3-še3,DN
29406,{d}Nin-šubur-e2-egir,DN
29407,{d}Nin-šubur-e2-gir-ra-ka,DN
29408,{d}Nin-šubur-ga2,DN
29409,{d}Nin-šubur-gu-la,DN
29410,{d}Nin-šubur-i3-sa6,DN
29411,{d}Nin-šubur-ka,DN
29412,{d}Nin-šubur-ka-še3,DN
29413,{d}Nin-šubur-me,DN
29414,{d}Nin-šubur-ra,DN
29415,{d}Nin-šubur-ta,DN
29416,{d}Nin-šubur-zi-mu,DN
29417,{d}Nin-šubur-še3,DN
29418,{d}Nin9-a-zu,DN
29419,{d}Nin9-šeš-a-na,DN
29420,{d}Nind-ar-a,DN
29421,{d}Ninhur-sag,DN
29422,{d}Nin{d}Si4-an-na,PN
29423,{d}Nirah-NI.HA.UD-ša-DU,DN
29424,{d}Nirah-an-dul3,DN
29425,{d}Nisaba,DN
29426,{d}Nisaba-ama,DN
29427,{d}Nisaba-an-dul3,DN
29428,{d}Nisaba-an-dul3-ta,DN
29429,{d}Nisaba-and-dul3,DN
29430,{d}Nisaba-zi-mu,DN
29431,{d}Nisaba-še3,DN
29432,{d}Nu-banda3,DN
29433,{d}Nu-banda3-mah,DN
29434,{d}Nu-muš-da,DN
29435,{d}Nu-muš-da-AN-ka,DN
29436,{d}Nu-muš-da-AN.DUL3,DN
29437,{d}Nu-muš-da-an-du11,DN
29438,{d}Nu-muš-da-an-dul3,DN
29439,{d}Nu-muš-da-an-dul3-e,DN
29440,{d}Nu-muš-da-an-dul3-ta,DN
29441,{d}Nu-muš-da-ba-zi-ge,DN
29442,{d}Nu-muš-da-ta,DN
29443,{d}Nu-ur2-{d}Suen,PN
29444,{d}Nun-gal,DN
29445,{d}Nun-gal-an-dul3,DN
29446,{d}Nun-gal-en-nu,DN
29447,{d}Nun-gal-ka-še3,DN
29448,{d}Nun-gal-ke4,DN
29449,{d}Nun-gal-ta,DN
29450,{d}Nun-gal-še3,DN
29451,{d}Nun-me-te-an-na,DN
29452,{d}Nuska,DN
29453,{d}Nuska-an-dul3,DN
29454,{d}Nuska-e2-ni-ki-ag2,DN
29455,{d}Nuska-i3-sa6,DN
29456,{d}Nuska-še3,DN
29457,{d}Nusku,DN
29458,{d}Nuška,DN
29459,{d}PA-unken,DN
29460,{d}PAP.NAGAR,DN
29461,{d}PAP.NAGAR-ta,DN
29462,{d}PI.LI.HA,DN
29463,{d}PI.LI.HA-ta,DN
29464,{d}PI.NI.HA-ta,DN
29465,{d}PI.NI.HA-še3,DN
29466,{d}Pa-bil-mu-dah,DN
29467,{d}Pa-bil-sag,DN
29468,{d}Pa-bil-sag-i3-sa6,DN
29469,{d}Pa-bil-sag-ka,DN
29470,{d}Pa-bil2-sag,DN
29471,{d}Pa-bil2-sag-ka,DN
29472,{d}Pa-bil3-sag,DN
29473,{d}Pa-bil3-sag-i3-sa6,DN
29474,{d}Pa-bil3-sag-ka,DN
29475,{d}Pa-bil3-sag-me,DN
29476,{d}Pa-bil4-sag-mu-dah,DN
29477,{d}Pa-sag,DN
29478,{d}Pa-u2-e,DN
29479,{d}Pa4-u2-e,DN
29480,{d}Pa4-u2-e-ta,DN
29481,{d}Pa4-u2-e-še3,DN
29482,{d}Pa4:u2-e,DN
29483,{d}Pa5-u2-e,DN
29484,{d}Pa5-u2-e-še3,DN
29485,{d}Pal-bil3-sag-KA-i3-sa6-ka-ta,DN
29486,{d}Pap-u2-e,DN
29487,{d}Pirig,DN
29488,{d}Pirig-an-dul3,DN
29489,{d}Pirig3,DN
29490,{d}Pirig3-an-dul3,DN
29491,{d}SAG+NE,DN
29492,{d}SIG2-sur-ta,DN
29493,{d}SIG7,DN
29494,{d}SU.NUN,DN
29495,{d}Sa-SI.A-nun-na,DN
29496,{d}Sa-dir-nun-na,DN
29497,{d}Sag-ku5,DN
29498,{d}Sag-ku5-an-dul3,DN
29499,{d}Sag-šu-nu-ba,DN
29500,{d}Sahar-{d}Ba-u2,PN
29501,{d}Sahar-{d}Ba-u2-ta,PN
29502,{d}Saman4,DN
29503,{d}Saman4-an-dul3,DN
29504,{d}Sara2,DN
29505,{d}Si-gar-an-na,DN
29506,{d}Si-im-ti-ša,DN
29507,{d}Si-im-ti-ša-še3,DN
29508,{d}Si-sa2-kalam-ma,DN
29509,{d}Si4-an-na,DN
29510,{d}Si4-ma-at,DN
29511,{d}Sud3,DN
29512,{d}Suen,DN
29513,{d}Suen-AL-še3,DN
29514,{d}Suen-DINGIR-su,DN
29515,{d}Suen-DINGIR-šu,DN
29516,{d}Suen-DINGIR-šu-še3,DN
29517,{d}Suen-DU10-ta,DN
29518,{d}Suen-ILLAT,DN
29519,{d}Suen-ILLAT-su,DN
29520,{d}Suen-ILLAT-su2,DN
29521,{d}Suen-KAL,DN
29522,{d}Suen-NAM.RI,DN
29523,{d}Suen-PA,DN
29524,{d}Suen-SIG5-ta,DN
29525,{d}Suen-a,DN
29526,{d}Suen-a-a,DN
29527,{d}Suen-a-bi2,DN
29528,{d}Suen-a-bi2-šu,DN
29529,{d}Suen-a-bu,DN
29530,{d}Suen-a-bu-um,DN
29531,{d}Suen-a-bu-šu,DN
29532,{d}Suen-ad-lal3,DN
29533,{d}Suen-al-su,DN
29534,{d}Suen-al-su2,DN
29535,{d}Suen-al-šu,DN
29536,{d}Suen-al6-šu,DN
29537,{d}Suen-an-dul3,DN
29538,{d}Suen-ba-TUG2,DN
29539,{d}Suen-ba-ni,DN
29540,{d}Suen-ba-ni-ni,DN
29541,{d}Suen-bad3,DN
29542,{d}Suen-be-li2,DN
29543,{d}Suen-bur-šu,DN
29544,{d}Suen-bur-šu4,DN
29545,{d}Suen-e-li-u,DN
29546,{d}Suen-e-zi2-id,DN
29547,{d}Suen-e2-la-at-su,DN
29548,{d}Suen-ga-da,DN
29549,{d}Suen-gaba-gul-ti,DN
29550,{d}Suen-hi-li,DN
29551,{d}Suen-i-din,DN
29552,{d}Suen-i-ti,DN
29553,{d}Suen-i3-li2,DN
29554,{d}Suen-i3-li2-šu,DN
29555,{d}Suen-il,DN
29556,{d}Suen-il-lu2-ta,DN
29557,{d}Suen-il-zu,DN
29558,{d}Suen-il-šu,DN
29559,{d}Suen-il-šu4,DN
29560,{d}Suen-iš-ti-kal2,DN
29561,{d}Suen-ka,DN
29562,{d}Suen-ka3-ši-id,DN
29563,{d}Suen-ka3-ši-id-ta,DN
29564,{d}Suen-ke4,DN
29565,{d}Suen-ki-ib-ri2,DN
29566,{d}Suen-ku3-ge,DN
29567,{d}Suen-la-ma-har,DN
29568,{d}Suen-ma-la-ak-šu,DN
29569,{d}Suen-ma-lik,DN
29570,{d}Suen-me,DN
29571,{d}Suen-mu,DN
29572,{d}Suen-na,DN
29573,{d}Suen-na-ab-ni,DN
29574,{d}Suen-na-bi-iš-ti,DN
29575,{d}Suen-na-da,DN
29576,{d}Suen-na-gi4-id,DN
29577,{d}Suen-na-še3,DN
29578,{d}Suen-na-ṣi-ir,DN
29579,{d}Suen-na-ṣi2-ir,DN
29580,{d}Suen-ni-tum-ma-ta,DN
29581,{d}Suen-ni-tum-ta,DN
29582,{d}Suen-ni-šu,DN
29583,{d}Suen-nu-ri,DN
29584,{d}Suen-ra,DN
29585,{d}Suen-ra-bi2,DN
29586,{d}Suen-sa6,DN
29587,{d}Suen-sig5,DN
29588,{d}Suen-sipa,DN
29589,{d}Suen-ta,DN
29590,{d}Suen-tu-kul-ti-su,DN
29591,{d}Suen-tu-ri2,DN
29592,{d}Suen-tu-ri2-še3,DN
29593,{d}Suen-tu-ri2-šu,DN
29594,{d}Suen-uru-ta,DN
29595,{d}Suen-zi-mu,DN
29596,{d}Suen-{d}Nanna-in-pa3,PN
29597,{d}Suen-{d}Šara2-ki-ag2,PN
29598,{d}Suen-{d}Šara2-ki-ag2-ta,PN
29599,{d}Suen-še-mi,DN
29600,{d}Suen-še3,DN
29601,{d}SuenEN.ZU,DN
29602,{d}Sukkal,DN
29603,{d}Sul-gi,DN
29604,{d}TIR,DN
29605,{d}TUG2-Sag-ub5{ki},DN
29606,{d}TUG2.NUN,DN
29607,{d}TUG2.NUN-ka,DN
29608,{d}TUKU.HAR,DN
29609,{d}Ti-gar-ba,DN
29610,{d}Ti-ra-aš2,DN
29611,{d}Tišpak,DN
29612,{d}U3.ME.LA,DN
29613,{d}UNUG-KI,DN
29614,{d}UR3-bar-tab,DN
29615,{d}UTU,DN
29616,{d}UTU-DINGIR-šu,DN
29617,{d}UTU-DU-a,DN
29618,{d}UTU-KAL,DN
29619,{d}UTU-MI,DN
29620,{d}UTU-MI-ka-ta,DN
29621,{d}UTU-MI-ke4,DN
29622,{d}UTU-MI-ta,DN
29623,{d}UTU-MI-še3,DN
29624,{d}UTU-a,DN
29625,{d}UTU-a-bi,DN
29626,{d}UTU-a-bi2,DN
29627,{d}UTU-a-ta,DN
29628,{d}UTU-al-su,DN
29629,{d}UTU-ba-ni,DN
29630,{d}UTU-be-li2,DN
29631,{d}UTU-da-ab,DN
29632,{d}UTU-di-in,DN
29633,{d}UTU-ha-šu-ur2,DN
29634,{d}UTU-i3-li2,DN
29635,{d}UTU-i3-ti,DN
29636,{d}UTU-ki-ti,DN
29637,{d}UTU-ki-ša-bar-ra,DN
29638,{d}UTU-ma-DINGIR,DN
29639,{d}UTU-mu-da,DN
29640,{d}UTU-na-ṣir,DN
29641,{d}UTU-pa2-dan,DN
29642,{d}UTU-ra-bi2,DN
29643,{d}UTU-re-i3,DN
29644,{d}UTU-ši-la-ad,DN
29645,{d}UTU-šub-ši,DN
29646,{d}UTU.AN,DN
29647,{d}UTU.ILLAT,DN
29648,{d}Ul-ma-aš2,DN
29649,{d}Ul-ma-si-tum,DN
29650,{d}Ul-ma-ši-tum,DN
29651,{d}Ul-ma-ši2-tum,DN
29652,{d}Ul-ma-ši2-tum-ma,DN
29653,{d}Ul-maš,DN
29654,{d}Ur-Namma,DN
29655,{d}Ur-asar,DN
29656,{d}Ur-sag-7,DN
29657,{d}Ur-sag-7-še3,DN
29658,{d}Ur-sag-an-na,DN
29659,{d}Ur-sag-pa-e3,DN
29660,{d}Ur-ur,DN
29661,{d}Ur-zu,DN
29662,{d}Ur-{d}Ig-alim,PN
29663,{d}Ur-{d}Namma,RN
29664,{d}Ur-{d}Namma-še3,RN
29665,{d}Ur-{d}Nin-kar2,PN
29666,{d}Ur-{d}Suen,PN
29667,{d}Ur-{d}Šara2,PN
29668,{d}Ur3-BAR.TAB,DN
29669,{d}Ur3-BAR×TAB,DN
29670,{d}Ur3-BAR×TAB-gu-la,DN
29671,{d}Ur3-bar+tab,DN
29672,{d}Ur3-bar-tab,DN
29673,{d}Ur3-bar-tab-ta,DN
29674,{d}Ur3-bar-tab-še3,DN
29675,{d}Ur4-ki-gal-la,DN
29676,{d}Ur5-eb-gi-a,DN
29677,{d}Uraš,DN
29678,{d}Uri3-gal,DN
29679,{d}Uri5{ki},DN
29680,{d}Uru-gal,DN
29681,{d}Us2-ka,DN
29682,{d}Ut-bar-ra,DN
29683,{d}Utu,DN
29684,{d}Utu-AN,DN
29685,{d}Utu-Ab-ba-mu,DN
29686,{d}Utu-DI-e,DN
29687,{d}Utu-DI.NE,DN
29688,{d}Utu-DI.NE-ta,DN
29689,{d}Utu-DI.TI,DN
29690,{d}Utu-DU-a,DN
29691,{d}Utu-GIŠ-ad2-gal,DN
29692,{d}Utu-IG-DUL3,DN
29693,{d}Utu-IG-DUL3-kam,DN
29694,{d}Utu-IG-DUL3-ta,DN
29695,{d}Utu-IGI.DU,DN
29696,{d}Utu-KA-NE,DN
29697,{d}Utu-KI.GIBIL,DN
29698,{d}Utu-Lagaš{ki}-a,DN
29699,{d}Utu-Lagaš{ki}-e,DN
29700,{d}Utu-MU,DN
29701,{d}Utu-Ma-an-sum,DN
29702,{d}Utu-a,DN
29703,{d}Utu-a-NE,DN
29704,{d}Utu-a-a,DN
29705,{d}Utu-a-bi,DN
29706,{d}Utu-a-ra,DN
29707,{d}Utu-a-ta,DN
29708,{d}Utu-a-zu,DN
29709,{d}Utu-a-še3,DN
29710,{d}Utu-a2-a-mu,DN
29711,{d}Utu-a2-dah,DN
29712,{d}Utu-a2-dah-mu,DN
29713,{d}Utu-a2-ga2,DN
29714,{d}Utu-a2-mu,DN
29715,{d}Utu-ad2-gal,DN
29716,{d}Utu-ad2-gal-bi,DN
29717,{d}Utu-ad2-gal-e,DN
29718,{d}Utu-ad2-gal-ra,DN
29719,{d}Utu-ad2-gal-ta,DN
29720,{d}Utu-ad2-gal-še3,DN
29721,{d}Utu-al-tar,DN
29722,{d}Utu-ama,DN
29723,{d}Utu-ama-sum,DN
29724,{d}Utu-an-dul3,DN
29725,{d}Utu-an-dul3-ta,DN
29726,{d}Utu-an-dul3-še3,DN
29727,{d}Utu-an-na,DN
29728,{d}Utu-ba-UD.DU,DN
29729,{d}Utu-ba-a-zi,DN
29730,{d}Utu-ba-an-e11,DN
29731,{d}Utu-ba-an-e3,DN
29732,{d}Utu-ba-e3,DN
29733,{d}Utu-ba-e3-e,DN
29734,{d}Utu-ba-e3-ta,DN
29735,{d}Utu-ba-ni,DN
29736,{d}Utu-ba-ra,DN
29737,{d}Utu-bahar,DN
29738,{d}Utu-bar,DN
29739,{d}Utu-bar-ra,DN
29740,{d}Utu-bar-ra-kam,DN
29741,{d}Utu-bar-ra-ke4,DN
29742,{d}Utu-bar-ra-me,DN
29743,{d}Utu-bar-ra-ta,DN
29744,{d}Utu-bar-ra-še3,DN
29745,{d}Utu-be-li2,DN
29746,{d}Utu-bi,DN
29747,{d}Utu-bi-um-ta,DN
29748,{d}Utu-bi2-du11,DN
29749,{d}Utu-bi2-kuš2-me,DN
29750,{d}Utu-da,DN
29751,{d}Utu-da-ba-ab-du8,DN
29752,{d}Utu-da-ri2,DN
29753,{d}Utu-dalla-ta,DN
29754,{d}Utu-di-mu,DN
29755,{d}Utu-di-ne,DN
29756,{d}Utu-du10,DN
29757,{d}Utu-dur2-ru-na,DN
29758,{d}Utu-en-du10,DN
29759,{d}Utu-en-na,DN
29760,{d}Utu-eren-e,DN
29761,{d}Utu-gar-sig5,DN
29762,{d}Utu-ge-na,DN
29763,{d}Utu-gen7,DN
29764,{d}Utu-gi-ma-aš,DN
29765,{d}Utu-gu2-gal,DN
29766,{d}Utu-ha-an-e3,DN
29767,{d}Utu-ha-ma-ti,DN
29768,{d}Utu-ha-su,DN
29769,{d}Utu-ha-zu,DN
29770,{d}Utu-ha-šu-ur3-re,DN
29771,{d}Utu-he-zu,DN
29772,{d}Utu-he2-du7,DN
29773,{d}Utu-he2-gal2,DN
29774,{d}Utu-he2-sa6,DN
29775,{d}Utu-he2-su3,DN
29776,{d}Utu-he2-zu,DN
29777,{d}Utu-hi-li-an-na,DN
29778,{d}Utu-i3-du10,DN
29779,{d}Utu-i3-kuš2,DN
29780,{d}Utu-i3-sa6,DN
29781,{d}Utu-ig-ka,DN
29782,{d}Utu-ig-sag,DN
29783,{d}Utu-ka,DN
29784,{d}Utu-kalam-e,DN
29785,{d}Utu-kalam-e-ta,DN
29786,{d}Utu-kalam-e-še3,DN
29787,{d}Utu-kalam-e3,DN
29788,{d}Utu-kalam-še3,DN
29789,{d}Utu-kam,DN
29790,{d}Utu-ke4,DN
29791,{d}Utu-ki-ag2,DN
29792,{d}Utu-ki-ag2-me,DN
29793,{d}Utu-ki-ag2-ta,DN
29794,{d}Utu-ki-du10,DN
29795,{d}Utu-ki-du10-ke4,DN
29796,{d}Utu-ki-ša-ra,DN
29797,{d}Utu-ki-šar2-ra,DN
29798,{d}Utu-ku3-šar2-ra,DN
29799,{d}Utu-ma-an-sum,DN
29800,{d}Utu-ma-ba,DN
29801,{d}Utu-ma-sum,DN
29802,{d}Utu-mas-su2,DN
29803,{d}Utu-maškim,DN
29804,{d}Utu-me-lam2,DN
29805,{d}Utu-me-lam2-a,DN
29806,{d}Utu-me-lam2-bi2,DN
29807,{d}Utu-me-lam2-ta,DN
29808,{d}Utu-mu,DN
29809,{d}Utu-mu-da,DN
29810,{d}Utu-mu-dab5,DN
29811,{d}Utu-mu-dah,DN
29812,{d}Utu-mu-ke4,DN
29813,{d}Utu-mu-me,DN
29814,{d}Utu-mu-ta,DN
29815,{d}Utu-mu-tum2,DN
29816,{d}Utu-mu-zu,DN
29817,{d}Utu-mu-še3,DN
29818,{d}Utu-na,DN
29819,{d}Utu-ne-sag,DN
29820,{d}Utu-ni,DN
29821,{d}Utu-ni-kur,DN
29822,{d}Utu-nig2-sa6-ga,DN
29823,{d}Utu-nig2-sig5,DN
29824,{d}Utu-pa-e3,DN
29825,{d}Utu-pa-e3-de3,DN
29826,{d}Utu-pa3-da,DN
29827,{d}Utu-pa3-da-an,DN
29828,{d}Utu-ra-a,DN
29829,{d}Utu-sa2-du11,DN
29830,{d}Utu-sa6,DN
29831,{d}Utu-sa6-ga,DN
29832,{d}Utu-sa6-ga-me,DN
29833,{d}Utu-sag-ga,DN
29834,{d}Utu-si-sa2,DN
29835,{d}Utu-si-sa2-ta,DN
29836,{d}Utu-sig5,DN
29837,{d}Utu-sig5-DA,DN
29838,{d}Utu-sig5-ka,DN
29839,{d}Utu-sig5-mu,DN
29840,{d}Utu-sig5-ta,DN
29841,{d}Utu-sig5{sa6-ga},DN
29842,{d}Utu-silim-ma,DN
29843,{d}Utu-silim-mu,DN
29844,{d}Utu-sipa,DN
29845,{d}Utu-sukkal,DN
29846,{d}Utu-ta,DN
29847,{d}Utu-tillat,DN
29848,{d}Utu-ur-bar-ra,DN
29849,{d}Utu-ur4-bar-ra,DN
29850,{d}Utu-uru-na,DN
29851,{d}Utu-ušum-gal,DN
29852,{d}Utu-ušumgal,DN
29853,{d}Utu-ušumgal-še3,DN
29854,{d}Utu-za-e3,DN
29855,{d}Utu-zi,DN
29856,{d}Utu-zi-mu,DN
29857,{d}Utu-zi-ša3-gal2,DN
29858,{d}Utu-{d}Lamma-mu,PN
29859,{d}Utu-še3,DN
29860,{d}Utu-šeš,DN
29861,{d}Utu{ki}-ta,DN
29862,{d}Uz2-eš,DN
29863,{d}UŠ.KA-limmu2,DN
29864,{d}UŠ.KAxSA-limmu2,DN
29865,{d}UŠ.KA×SA-limmu2,DN
29866,{d}Uš-ka-limmu2,DN
29867,{d}Uš-ka-limmu2-za,DN
29868,{d}Uš-su6-tab-tab,DN
29869,{d}Uš.KA-limmu2,DN
29870,{d}Uš.KAxSA-limmu2,DN
29871,{d}Za-ba4-ba4{ki}-me,DN
29872,{d}Za3-mu,DN
29873,{d}Zabalam5{ki},DN
29874,{d}Zag-mu,DN
29875,{d}Zi-za,DN
29876,{d}Zu-ra-bi2,DN
29877,{d}Zu-{d}Suen,PN
29878,{d}Zumu-zi-še3,DN
29879,{d}aORa2-igi-mah,DN
29880,{d}amar-{d}suen,RN
29881,{d}asar-lu2-hi,DN
29882,{d}ašnan,DN
29883,{d}be-la-ad-dar-ra-e2-ba-an,DN
29884,{d}be-la-at-dar-ra-ba-an,DN
29885,{d}be-la-at-dar-ra-ba-an-še3,DN
29886,{d}be-la-at-suh-nir,DN
29887,{d}dam-gal-nun-na,DN
29888,{d}dam-gal-nun-na-še3,DN
29889,{d}dumu-zi,DN
29890,{d}dumu-zi-abzu-ta-e3-a,DN
29891,{d}dumu-zi-še3,DN
29892,{d}dun-za-gin3-na,DN
29893,{d}en-ki,DN
29894,{d}en-ki-ka,DN
29895,{d}en-lil2,DN
29896,{d}en-lil2-la2,DN
29897,{d}en-lil2-la2-ta,DN
29898,{d}en-lil2-zi-ša3-gal2,DN
29899,{d}en-lil2-zi-ša3-gal2-ta,DN
29900,{d}ereš-dingir-ra,DN
29901,{d}ereš-dingir-še3,DN
29902,{d}ga-tum3-du10,DN
29903,{d}ga2-tum3-du10,DN
29904,{d}ga2-tum3-du10-me,DN
29905,{d}giš-bar-e3,DN
29906,{d}gu-la,DN
29907,{d}gu-za,DN
29908,{d}gu-za-{d}En-lil2,PN
29909,{d}gu3-de2-a,DN
29910,{d}hendur-sag,DN
29911,{d}i-bi2-{d}Suen,RN
29912,{d}i7,DN
29913,{d}i7-lu2-ru-gu2-ta,DN
